Raman Shift / Pixel,Intensity
1641.8319587628866,3277.7
1640.9377147766324,3286.0
1640.0434707903783,3290.4
1639.1492268041238,3317.4
1638.2549828178694,3310.7
1637.3607388316152,3297.6
1636.466494845361,3325.7
1635.5722508591066,3294.5
1634.6780068728524,3337.0
1633.783762886598,3344.5
1632.8895189003438,3299.7
1631.9952749140894,3304.4
1631.1010309278352,3289.5
1630.206786941581,3313.5
1629.3125429553265,3290.7
1628.4182989690723,3312.8
1627.524054982818,3307.2
1626.6298109965637,3306.2
1625.7355670103093,3294.3
1624.841323024055,3312.6
1623.947079037801,3313.7
1623.0528350515465,3319.7
1622.1585910652923,3323.3
1621.2643470790379,3292.8
1620.3701030927837,3320.0
1619.4758591065292,3315.4
1618.581615120275,3315.1
1617.6873711340209,3290.8
1616.7931271477664,3315.1
1615.898883161512,3351.5
1615.0046391752578,3360.3
1614.1103951890036,3325.4
1613.2161512027492,3324.8
1612.321907216495,3353.8
1611.4276632302408,3352.8
1610.5334192439864,3329.0
1609.639175257732,3334.4
1608.7449312714778,3345.4
1607.8506872852236,3331.2
1606.9564432989691,3311.1
1606.062199312715,3341.3
1605.1679553264605,3340.7
1604.2737113402063,3329.9
1603.379467353952,3370.2
1602.4852233676977,3363.3
1601.5909793814435,3341.3
1600.696735395189,3391.6
1599.8024914089349,3338.0
1598.9082474226805,3342.5
1598.0140034364263,3338.9
1597.1197594501718,3348.9
1596.2255154639176,3363.9
1595.3312714776634,3353.4
1594.437027491409,3359.7
1593.5427835051548,3393.7
1592.6485395189004,3405.1
1591.7542955326462,3365.2
1590.8600515463918,3372.7
1589.9658075601376,3350.8
1589.0715635738834,3379.9
1588.177319587629,3383.0
1587.2830756013745,3377.9
1586.3888316151204,3353.3
1585.4945876288662,3375.2
1584.6003436426117,3388.1
1583.7060996563575,3373.5
1582.8118556701033,3374.5
1581.917611683849,3369.7
1581.0233676975945,3348.8
1580.1291237113403,3402.1
1579.234879725086,3337.9
1578.3406357388317,3380.7
1577.4463917525775,3418.5
1576.552147766323,3386.2
1575.6579037800689,3336.5
1574.7636597938144,3385.8
1573.8694158075602,3399.5
1572.975171821306,3374.4
1572.0809278350516,3347.8
1571.1866838487974,3377.1
1570.292439862543,3400.9
1569.3981958762888,3396.2
1568.5039518900344,3408.5
1567.6097079037802,3369.4
1566.715463917526,3390.6
1565.8212199312716,3367.7
1564.9269759450174,3381.3
1564.032731958763,3375.0
1563.1384879725088,3387.4
1562.2442439862543,3388.2
1561.3500000000001,3392.2
1560.455756013746,3424.7
1559.5615120274915,3370.5
1558.667268041237,3409.3
1557.773024054983,3375.4
1556.8787800687287,3397.7
1555.9845360824743,3394.1
