x0000,y0000
1751.2560240964,6124.9
1750.3602409639,6023.5
1749.4644578313,6068.
1748.5686746988,6115.8
1747.6728915663,5927.8
1746.7771084337,6010.1
1745.8813253012,6159.3
1744.9855421687,6089.9
1744.0897590361,5913.8
1743.1939759036,6033.2
1742.2981927711,6025.5
1741.4024096386,5936.5
1740.5066265060,5949.4
1739.6108433735,5945.1
1738.715060241,6101.6
1737.8192771084,6077.9
1736.9234939759,6111.9
1736.0277108434,6150.2
1735.1319277108,6137.7
1734.2361445783,6090.5
1733.3403614458,6222.4
1732.4445783133,6132.
1731.5487951807,6109.
1730.6530120482,6185.3
1729.7572289157,6105.9
1728.8614457831,6181.7
1727.9656626506,6200.5
1727.0698795181,6304.4
1726.1740963855,6269.7
1725.2783132530,6222.8
1724.3825301205,6299.4
1723.486746988,6363.5
1722.5909638554,6436.
1721.6951807229,6220.1
1720.7993975904,6383.9
1719.9036144578,6520.5
1719.0078313253,6335.2
1718.1120481928,6473.8
1717.2162650602,6379.5
1716.3204819277,6422.
1715.4246987952,6444.7
1714.5289156627,6417.4
1713.6331325301,6455.5
1712.7373493976,6503.2
1711.8415662651,6368.
1710.9457831325,6502.8
1710.0500000000,6418.3
1709.1542168675,6423.4
1708.2584337349,6415.
1707.3626506024,6393.6
1706.4668674699,6436.
1705.5710843373,6569.7
1704.6753012048,6432.8
1703.7795180723,6587.5
1702.8837349398,6498.6
1701.9879518072,6663.2
1701.0921686747,6503.1
1700.1963855422,6662.8
1699.3006024096,6648.4
1698.4048192771,6682.1
1697.5090361446,6684.6
1696.6132530120,6679.7
1695.7174698795,6801.3
1694.821686747,6926.6
1693.9259036145,6913.7
1693.0301204819,7082.9
1692.1343373494,7044.6
1691.2385542169,6996.6
1690.3427710843,7212.3
1689.4469879518,7160.4
1688.5512048193,7427.
1687.6554216867,7349.1
1686.7596385542,7592.5
1685.8638554217,7765.5
1684.9680722892,7690.9
1684.0722891566,7588.2
1683.1765060241,7789.1
1682.2807228916,7889.
1681.3849397590,8001.5
1680.4891566265,8129.7
1679.593373494,8137.4
1678.6975903614,8085.8
1677.8018072289,8375.6
1676.9060240964,8305.2
1676.0102409639,8518.5
1675.1144578313,8577.4
1674.2186746988,8604.9
1673.3228915663,8701.1
1672.4271084337,8541.4
1671.5313253012,8679.2
1670.6355421687,8904.9
1669.7397590361,8759.
1668.8439759036,8903.7
1667.9481927711,8888.4
1667.0524096386,8904.
1666.1566265060,8944.7
1665.2608433735,8960.5
1664.365060241,9022.6
1663.4692771084,9083.5
1662.5734939759,9236.4
1661.6777108434,9361.5
1660.7819277108,9271.9
1659.8861445783,9161.
1658.9903614458,9364.2
1658.0945783133,9411.4
